date,NDCI_mean,NDTI_mean,FAI_mean,NDCI_mean_loess,NDTI_mean_loess,FAI_mean_loess
2021-01-15,0.1011364105699136,-0.0510041069833721,0.03381925597174459,0.10008238134305296,-0.06243494505198471,0.02740325075461328
2021-01-30,0.10836061686022057,-0.057556634477986035,0.04482451384370707,0.11188395979228562,-0.06971813616057917,0.031812492794117
2021-01-30,0.09874586350273544,-0.06456077536823489,0.04254657100171087,0.12361608235380307,-0.07696069034321584,0.03629714280091448
2021-02-24,0.1389415564495144,-0.11223646986861507,0.03566196717526812,0.13527411448288182,-0.08418682161541922,0.04084883646217934
2021-02-24,0.17938526957572704,-0.12145930700864348,0.04209022951113901,0.14686894591456423,-0.09143081993348366,0.04545180996607107
2021-03-26,0.1475038718330489,-0.1064599995073176,0.04018680843292356,0.15841412310612518,-0.09871530468752782,0.0500894231588519
2021-03-26,0.15213502490974298,-0.11113416727211117,0.04127238574922038,0.16991258842500925,-0.10604207545965252,0.05474611326194409
2021-03-31,0.1904996016019594,-0.08104076933012147,0.05766138426743503,0.18137413604681174,-0.11339275593925652,0.059412484743672916
2021-03-31,0.19863932337036214,-0.08415694687527994,0.058499682952773385,0.19282988749686883,-0.12072241055888412,0.06409297768036167
2021-04-05,0.24126151581314836,-0.14698676840120978,0.06478007990403385,0.20432777658387805,-0.1279583361633452,0.06882078592454614
2021-04-05,0.3181564051972477,-0.17724562489761017,0.07124133485144221,0.21588908092551676,-0.13493002255218015,0.0737320602136463
2021-04-15,0.2188219623120196,-0.14509107219218215,0.08470941020954031,0.2268470984869168,-0.1427265753472155,0.07856793847694747
2021-04-15,0.23108307991889654,-0.15140644211369306,0.08618620896200595,0.2370581008956576,-0.15093561539887873,0.08292507153118894
2021-05-10,0.18591819509362784,-0.09962880083155998,0.0955483356769576,0.2461009095292351,-0.15947492520798087,0.0865384255584396
2021-05-10,0.25923497926356986,-0.12023020204859128,0.10373157386614057,0.25367714644486705,-0.16800252665106788,0.08933729621232847
2021-05-30,0.2776787055108939,-0.1773636999058393,0.11136273614479208,0.25961981075670415,-0.1759390370972646,0.09144690390609173
2021-05-30,0.3351296910588201,-0.21349858403771016,0.11691009995859704,0.26374046031670023,-0.18259821535056295,0.09300022645807084
2021-06-29,0.2883679062305344,-0.19605622441577672,0.10361158710149643,0.2660561265777317,-0.18753752317990108,0.09396971019325351
2021-06-29,0.2825025547362936,-0.19595583262133728,0.10416697401594018,0.26673387262514464,-0.1907829859108029,0.09419926918437162
2021-07-24,0.3109883681521457,-0.24296163261691375,0.10661612903225806,0.2659826522054104,-0.192738393197087,0.09346384292717858
2021-07-24,0.32346864072636733,-0.25130254668629626,0.1097500562836282,0.26398120632931,-0.19361332686514846,0.0915722747825252
2021-08-28,0.2709969981897998,-0.22681449861188197,0.08850474710233984,0.2605419050909699,-0.19318096325739595,0.08835997550539293
2021-08-28,0.2745585851078576,-0.23067009448478348,0.08882311380997134,0.255335283040193,-0.19103509785714304,0.08403178115750079
2021-09-07,0.2377853761160156,-0.20558601362061046,0.08361307285781144,0.2486132659218927,-0.18700009695184858,0.07939617378623239
2021-09-07,0.2444887136632997,-0.20363689831848394,0.08281570894135146,0.2413334528775621,-0.18121952376671202,0.07521594399323152
2022-02-09,0.22162189112090142,-0.13627818255866797,0.04624583663571302,0.23444453423936285,-0.17407754631019706,0.0716068098077173
2022-02-09,0.20370805454999685,-0.1381820423574177,0.0443816959444806,0.2285229035675821,-0.1662222805379541,0.06843478466809229
2022-02-24,0.2078116253827714,-0.1688757795889102,0.039878478773584906,0.22372338232635958,-0.1583279262046768,0.06546962425446255
2022-02-24,0.20632799512397307,-0.17008688559296994,0.03967691932335719,0.22008887692851187,-0.15108998547510818,0.06258674904354897
2022-03-11,0.136841739612046,-0.11159946803679205,0.031191560891938256,0.21759254933690553,-0.14515529258956086,0.059884109457760425
2022-03-11,0.13685814036964083,-0.11296147781717415,0.03087020878925888,0.21604184087448564,-0.14089874639078515,0.05739465335185493
2022-03-16,0.2687946779602715,-0.11791474476062724,0.05103177288265122,0.21514350389466708,-0.1382916852063359,0.05527653730688983
2022-03-16,0.16954094214928347,-0.08730412672985272,0.04378236405230131,0.21464150174566365,-0.13702775978809947,0.054141351245858324
2022-04-05,0.22652112286709905,-0.11299784054346815,0.053131919113480384,0.21444280925184503,-0.13677628479993978,0.05474840876550619
2022-04-05,0.2070560945884069,-0.10681293430333744,0.051669805024450635,0.21458020362901212,-0.137228010033914,0.05701949263586411
2022-04-10,0.2808629368865179,-0.16943017214916836,0.06299643333297782,0.21507081876493567,-0.13814964460075493,0.059958722663380044
2022-04-10,0.20643941174409677,-0.1297912119672657,0.057778151624996124,0.2157499395909369,-0.13950619297610073,0.0628869174365227
2022-04-25,0.2651103433487512,-0.1728983657094695,0.0919593559913664,0.21640396209647844,-0.14151941218449843,0.06568601561082613
2022-04-25,0.22022451105831087,-0.14953995630225084,0.08697074800425483,0.2169607775984564,-0.14433404600429886,0.06831761706272398
2022-05-05,0.22060826001188497,-0.17323221295061209,0.1071709576478607,0.21739517210575687,-0.1477215977254724,0.07074940421346523
2022-05-05,0.2214074404336473,-0.17758559215380565,0.10662817795953775,0.21777893399380352,-0.1514053073957078,0.07297482656039952
2022-06-09,0.16832825195256856,-0.1304988154837892,0.07969557028329456,0.21828262645132337,-0.15521926957131357,0.07501342890111765
2022-06-09,0.19210983908881232,-0.14611728701398968,0.08408034920059301,0.2189159187636011,-0.1588278919233594,0.07681058675304712
